chr_name	start	end	band_color	band
chr14_KZ208920v1_fix	0	690932		gneg
chr7_KZ208913v1_alt	0	680662		gneg
chr5_KV575244v1_fix	0	673059		gneg
chr7_KZ208912v1_fix	0	589656		gneg
chr1_KV880763v1_alt	0	551020		gneg
chr12_KN538369v1_fix	0	541038		gneg
chr2_KQ983256v1_alt	0	535088		gneg
chr2_KQ031384v1_fix	0	481245		gneg
chr7_KV880765v1_fix	0	468267		gneg
chr1_KQ031383v1_fix	0	467143		gneg
chr1_KN538360v1_fix	0	460100		gneg
chr3_KN196475v1_fix	0	451168		gneg
chr4_KV766193v1_alt	0	420675		gneg
chr10_KN538367v1_fix	0	420164		gneg
chr3_KN538364v1_fix	0	415308		gneg
chr3_KV766192v1_fix	0	411654		gneg
chr18_KQ090028v1_fix	0	407387		gneg
chr19_KQ458386v1_fix	0	405389		gneg
chr3_KQ031385v1_fix	0	373699		gneg
chr19_KN196484v1_fix	0	370917		gneg
chr2_KN538363v1_fix	0	365499		gneg
chr5_KV575243v1_alt	0	362221		gneg
chr13_KN538372v1_fix	0	356766		gneg
chr1_KQ458383v1_alt	0	349938		gneg
chr9_KN196479v1_fix	0	330164		gneg
chr1_KZ208906v1_fix	0	330031		gneg
chr6_KQ031387v1_fix	0	320750		gneg
chr12_KQ759760v1_fix	0	315610		gneg
chr3_KN196476v1_fix	0	305979		gneg
chr1_KN538361v1_fix	0	305542		gneg
chr19_KV575249v1_alt	0	293522		gneg
chr17_KV766196v1_fix	0	281919		gneg
chr1_KQ983255v1_alt	0	278659		gneg
chr10_KN196480v1_fix	0	277797		gneg
chr17_KV766198v1_alt	0	276292		gneg
chr6_KN196478v1_fix	0	268330		gneg
chr16_KQ090027v1_alt	0	267463		gneg
chr8_KV880767v1_fix	0	265876		gneg
chr10_KQ090021v1_fix	0	264545		gneg
chr17_KV766197v1_alt	0	246895		gneg
chr6_KQ090016v1_fix	0	245716		gneg
chr6_KZ208911v1_fix	0	242796		gneg
chr19_KV575250v1_alt	0	241058		gneg
chr4_KQ090015v1_alt	0	236512		gneg
chr4_KQ983257v1_fix	0	230434		gneg
chr19_KV575256v1_alt	0	223118		gneg
chr1_KQ458384v1_alt	0	212205		gneg
chr12_KN196482v1_fix	0	211377		gneg
chrY_KZ208924v1_fix	0	209722		gneg
chr2_KN538362v1_fix	0	208149		gneg
chr13_KN538371v1_fix	0	206320		gneg
chr4_KQ983258v1_alt	0	205407		gneg
chr18_KQ458385v1_alt	0	205101		gneg
chr11_KN538368v1_alt	0	203552		gneg
chr11_KQ759759v1_fix	0	196940		gneg
chrX_KV766199v1_alt	0	188004		gneg
chr1_KN196472v1_fix	0	186494		gneg
chr10_KQ090020v1_alt	0	185507		gneg
chr11_KQ090022v1_fix	0	181958		gneg
chr2_KZ208907v1_alt	0	181658		gneg
chr7_KQ031388v1_fix	0	179932		gneg
chr19_KV575252v1_alt	0	178197		gneg
chr3_KZ208909v1_alt	0	175849		gneg
chr12_KZ208918v1_alt	0	174808		gneg
chr22_KQ458388v1_alt	0	174749		gneg
chr14_KZ208919v1_alt	0	171798		gneg
chr19_KV575259v1_alt	0	171263		gneg
chr19_KV575247v1_alt	0	170206		gneg
chr16_KQ031390v1_alt	0	169136		gneg
chr13_KQ090024v1_alt	0	168146		gneg
chr19_KV575248v1_alt	0	168131		gneg
chr19_KV575253v1_alt	0	166713		gneg
chr1_KN196473v1_fix	0	166200		gneg
chr1_KZ208904v1_alt	0	166136		gneg
chr3_KQ031386v1_fix	0	165718		gneg
chr8_KZ208914v1_fix	0	165120		gneg
chr19_KV575246v1_alt	0	163926		gneg
chr9_KQ090018v1_alt	0	163882		gneg
chr4_KQ090014v1_alt	0	163749		gneg
chr19_KV575255v1_alt	0	161095		gneg
chr19_KV575251v1_alt	0	159285		gneg
chr8_KV880766v1_fix	0	156998		gneg
chr19_KV575258v1_alt	0	156965		gneg
chr22_KN196485v1_alt	0	156562		gneg
chr22_KQ458387v1_alt	0	155930		gneg
chr17_KV575245v1_fix	0	154723		gneg
chr22_KN196486v1_alt	0	153027		gneg
chr13_KN538373v1_fix	0	148762		gneg
chr19_KV575260v1_alt	0	145691		gneg
chr22_KQ759761v1_alt	0	145162		gneg
chr7_KV880764v1_fix	0	142129		gneg
chr1_KQ458382v1_alt	0	141019		gneg
chr11_KV766195v1_fix	0	140877		gneg
chr2_KZ208908v1_alt	0	140361		gneg
chr1_KZ208905v1_alt	0	140355		gneg
chr6_KV766194v1_fix	0	139427		gneg
chr5_KN196477v1_alt	0	139087		gneg
chr5_KZ208910v1_alt	0	135987		gneg
chr9_KQ090019v1_alt	0	134099		gneg
chr13_KQ090025v1_alt	0	123480		gneg
chr1_KN196474v1_fix	0	122022		gneg
chr12_KQ090023v1_alt	0	109323		gneg
chr11_KN196481v1_fix	0	108875		gneg
chrY_KN196487v1_fix	0	101150		gneg
chr22_KQ759762v1_fix	0	101037		gneg
chr19_KV575257v1_alt	0	100553		gneg
chr19_KV575254v1_alt	0	99845		gneg
chr18_KZ208922v1_fix	0	93070		gneg
chr4_KQ090013v1_alt	0	90922		gneg
chr12_KN538370v1_fix	0	86533		gneg
chr10_KN538366v1_fix	0	85284		gneg
chr6_KQ090017v1_alt	0	82315		gneg
chr16_KZ208921v1_alt	0	78609		gneg
chr12_KZ208917v1_fix	0	64689		gneg
chr16_KQ090026v1_alt	0	59016		gneg
chrY_KZ208923v1_fix	0	48370		gneg
chr13_KN196483v1_fix	0	35455		gneg
chr10_KN538365v1_fix	0	14347		gneg
chr16_KZ559113v1_fix	0	480415		gneg
chr11_KZ559108v1_fix	0	305244		gneg
chr3_KZ559103v1_alt	0	302885		gneg
chr11_KZ559110v1_alt	0	301637		gneg
chr11_KZ559109v1_fix	0	279644		gneg
chr18_KZ559115v1_fix	0	230843		gneg
chr3_KZ559102v1_alt	0	197752		gneg
chr3_KZ559105v1_alt	0	195063		gneg
chr11_KZ559111v1_alt	0	181167		gneg
chr7_KZ559106v1_alt	0	172555		gneg
chr3_KZ559101v1_alt	0	164041		gneg
chr18_KZ559116v1_alt	0	163186		gneg
chr12_KZ559112v1_alt	0	154139		gneg
chr17_KZ559114v1_alt	0	116753		gneg
chr3_KZ559104v1_fix	0	105527		gneg
chr8_KZ559107v1_alt	0	103072		gneg
chr1_KZ559100v1_fix	0	44955		gneg
chr15_ML143371v1_fix	0	5500449		gneg
chr21_ML143377v1_fix	0	519485		gneg
chr19_ML143376v1_fix	0	493165		gneg
chr22_ML143378v1_fix	0	461303		gneg
chr10_ML143354v1_fix	0	454963		gneg
chr22_ML143380v1_fix	0	412368		gneg
chr13_ML143366v1_fix	0	409912		gneg
chrX_ML143381v1_fix	0	403128		gneg
chr14_ML143367v1_fix	0	399183		gneg
chr15_ML143372v1_fix	0	396515		gneg
chr15_ML143370v1_fix	0	369264		gneg
chr4_ML143345v1_fix	0	341066		gneg
chr12_ML143361v1_fix	0	297568		gneg
chr10_ML143355v1_fix	0	292944		gneg
chr4_ML143349v1_fix	0	276109		gneg
chr16_ML143373v1_fix	0	270967		gneg
chr11_ML143358v1_fix	0	270122		gneg
chr14_ML143368v1_alt	0	264228		gneg
chr7_ML143352v1_fix	0	254759		gneg
chr4_ML143344v1_fix	0	235734		gneg
chr11_ML143359v1_fix	0	217075		gneg
chr3_ML143343v1_alt	0	215443		gneg
chr12_ML143362v1_fix	0	192531		gneg
chr4_ML143347v1_fix	0	176674		gneg
chr11_ML143360v1_fix	0	170928		gneg
chr11_ML143357v1_fix	0	165419		gneg
chr13_ML143364v1_fix	0	158944		gneg
chr2_ML143341v1_fix	0	145975		gneg
chr17_ML143374v1_fix	0	137908		gneg
chr4_ML143348v1_fix	0	125549		gneg
chr15_ML143369v1_fix	0	97763		gneg
chr5_ML143350v1_fix	0	89956		gneg
chr2_ML143342v1_fix	0	84043		gneg
chr6_ML143351v1_fix	0	73265		gneg
chrX_ML143383v1_fix	0	68192		gneg
chr13_ML143365v1_fix	0	65394		gneg
chr17_ML143375v1_fix	0	56695		gneg
chr4_ML143346v1_fix	0	53476		gneg
chr11_ML143356v1_fix	0	45257		gneg
chrX_ML143382v1_fix	0	28824		gneg
chr9_ML143353v1_fix	0	25408		gneg
chrX_ML143385v1_fix	0	17435		gneg
chrX_ML143384v1_fix	0	14678		gneg
chr22_ML143379v1_fix	0	12295		gneg
chr13_ML143363v1_fix	0	7309		gneg
