chr_name	start	end	delta_methylation
chr2	162148513	162148994	-0.81
chr2	162621007	162621991	-0.6
chr2	162756001	162756496	-0.54
chr2	162886280	162886477	-0.69
chr2	162947533	162947974	-0.74
chr2	162954054	162954500	-0.64
chr2	162980009	162980963	-0.6
chr2	162988502	162988968	-0.7
chr2	163079019	163079493	0.55
chr2	163302510	163302935	-0.73
chr2	163496024	163496962	0.72
chr2	163631592	163631982	0.75
chr2	163863016	163863881	-0.72
chr2	164062535	164062995	0.58
chr2	164263522	164264000	-0.58
chr2	164565625	164565994	-0.62
chr2	165405053	165405492	-0.54
chr2	165857501	165858485	-0.6
chr2	166502565	166502968	0.67
chr2	166823517	166824914	0.64
chr2	167831026	167832484	-0.6
chr2	168106559	168106993	-0.69
chr2	168141008	168141999	0.7
chr2	168261016	168261500	-0.72
chr2	168428576	168429000	0.76
chr2	168517547	168517924	-0.58
chr2	168587005	168587487	-0.62
chr2	168763003	168763462	-0.64
chr2	168789009	168790487	0.71
chr2	168861502	168861998	0.71
chr2	169200004	169201473	-0.66
chr2	169651501	169651978	-0.52
chr2	169676518	169677000	-0.78
chr2	169713571	169713999	0.83
chr2	169726505	169726985	-0.72
chr2	169727512	169727998	-0.69
chr2	169968517	169968985	-0.58
chr2	170221623	170221999	-0.67
chr2	170756117	170758987	0.74
chr2	171243003	171243993	-0.62
chr2	171256020	171256491	-0.72
chr2	172215015	172215483	-0.74
chr2	172226039	172226987	-0.76
chr2	172640504	172641489	-0.57
chr2	172646520	172646938	0.61
chr2	172787016	172787473	0.53
chr2	172838062	172838950	0.73
chr2	172847094	172847873	-0.68
chr2	173443084	173443492	-0.67
chr2	173764047	173764454	-0.69
chr2	174071575	174072986	0.64
chr2	174333502	174333942	-0.81
chr2	174365597	174365971	-0.74
chr2	174566002	174566466	0.77
chr2	174659510	174659962	0.65
chr2	175326502	175326944	-0.76
chr2	175402016	175402498	0.83
chr2	175473034	175473494	0.52
chr2	176331565	176331980	0.55
chr2	176373550	176375999	-0.77
chr2	176390075	176390987	-0.66
chr2	177360043	177360978	0.65
chr2	177364009	177365443	-0.83
chr2	177441551	177441961	0.86
chr2	177640508	177640907	-0.74
chr2	177691001	177691492	-0.64
chr2	178202510	178202997	-0.76
chr2	178928004	178928475	0.66
chr2	179166029	179166370	-0.77
chr2	179212585	179212996	0.53
chr2	179447542	179447986	0.66
chr2	180793002	180793485	-0.64
chr2	180965064	180965414	-0.61
chr2	181283505	181284400	0.82
chr2	181626017	181626999	0.73
chr2	182187138	182187494	-0.6
chr2	182861085	182861483	-0.54
chr2	182907604	182907981	0.62
chr2	182911062	182911380	0.77
chr2	182913028	182913480	0.55
chr2	182932029	182932473	0.54
chr2	183078056	183078484	-0.82
chr2	183136038	183136474	-0.74
chr2	197190570	197191000	-0.57
chr2	200979011	200979385	-0.62
chr2	217454503	217454917	0.58
chr2	218470530	218470983	0.6
chr2	237903515	237903986	0.55
chr2	240605509	240605990	-0.79
chr2	240874050	240874340	-0.8
chr2	241288011	241288984	-0.66
chr2	241772504	241773485	-0.7
chr2	242735509	242736000	0.67
chr2	242907509	242908994	-0.8
chr2	242912015	242912483	0.62
chr2	242913007	242913371	0.78
chr2	242978501	242979467	-0.79
chr2	243309002	243309991	-0.67
chr2	243311065	243311481	-0.67
chr2	243312016	243312488	-0.91
chr2	243865512	243865947	0.52
chr2	244115513	244115981	-0.81
chr2	244293529	244293970	-0.54
chr2	244297017	244297500	0.53
chr3	7979540	7980000	0.78
chr3	30099558	30099962	0.73
chr3	64429503	64429994	0.61
chr3	66296552	66296983	0.53
chr3	88932061	88932427	0.55
chr3	146380503	146381250	0.63
chr3	149598014	149598500	0.79
chr3	149650609	149651486	0.71
chr3	149708530	149708976	0.62
chr3	149747004	149747499	0.79
chr3	149849533	149849987	-0.61
chr3	150172502	150172992	0.62
chr3	151091503	151092397	-0.68
chr3	151325267	151325500	0.62
chr3	151337533	151337944	0.86
chr3	151581505	151581995	0.68
chr3	151669518	151669963	0.69
chr3	151684028	151684984	-0.7
chr3	151899054	151899493	0.71
chr3	151905207	151905495	-0.82
chr3	152137062	152137496	-0.61
chr3	152188033	152188488	0.84
chr3	152614509	152614996	-0.66
chr3	153573503	153573999	0.59
chr3	153654047	153654446	-0.64
chr3	153884592	153884998	0.62
chr3	154247004	154247472	0.63
chr3	154398001	154398499	-0.74
chr3	154400039	154400468	0.81
chr3	154517529	154518000	0.52
chr3	155500018	155500474	-0.76
chr3	155556100	155556497	0.51
chr3	155892504	155892929	0.51
chr3	155966502	155967415	0.76
chr3	156231147	156231499	-0.52
chr3	156234003	156234901	-0.62
chr3	156261510	156261990	0.52
chr3	156350558	156350997	0.68
chr3	156809025	156809500	0.7
chr3	156962012	156962489	0.74
chr3	156963027	156963492	0.63
chr3	156980602	156980871	0.55
chr3	156982515	156982973	-0.64
chr3	156983520	156983979	-0.57
chr3	156995597	156995987	0.81
chr3	157285598	157285989	0.7
chr3	157679618	157679920	-0.64
chr3	157892030	157892499	-0.65
chr3	158170001	158170472	0.67
chr3	158324502	158324995	-0.6
chr3	158348505	158349485	0.64
chr3	158439510	158439999	-0.59
chr3	158645041	158645492	-0.62
chr3	159314528	159314929	0.86
chr3	159317008	159317485	0.6
chr3	159496006	159496471	0.67
chr3	159503520	159503999	-0.65
chr3	159601099	159601462	-0.57
chr3	159628008	159628493	0.7
chr3	160399515	160399974	0.59
chr3	160556067	160556328	-0.58
chr3	160566002	160566481	-0.74
chr3	160586649	160586880	0.54
chr3	161125020	161125753	-0.65
chr3	161216057	161216490	-0.77
chr3	161626551	161626985	-0.66
chr3	161842539	161842999	-0.63
chr3	161958013	161958488	-0.7
chr3	162280093	162280499	0.57
chr3	162853046	162853987	-0.61
chr3	162854501	162854996	-0.73
chr3	162855581	162855994	0.61
chr3	163743011	163743498	0.61
chr3	163762010	163762499	0.53
chr3	163964002	163965465	0.87
chr3	164181067	164181497	-0.88
chr3	164216503	164216986	0.7
chr3	164353004	164353427	-0.57
chr3	164419515	164419993	0.54
chr3	164675508	164675983	-0.79
chr3	165695003	165695485	0.68
chr3	166276033	166276493	0.6
chr3	166398506	166399000	0.51
chr3	166930512	166931490	-0.71
chr3	167415502	167415991	-0.59
chr3	167416532	167416985	-0.68
chr3	168042540	168042890	0.53
chr3	168248003	168248499	0.83
chr3	168470057	168470457	0.63
chr3	168685510	168685991	0.65
chr3	168692501	168692998	0.56
chr3	168702527	168703471	-0.84
chr3	168704011	168704438	-0.68
chr3	175085038	175085490	-0.54
chr3	196846507	196846998	0.57
chr3	207540635	207540978	0.5
chr3	221238075	221238379	0.93
chr3	228343512	228344492	0.66
chr3	229748529	229748953	0.6
chr3	234232038	234232459	0.52
chr4	8906507	8906906	0.64
chr4	13044010	13044482	-0.52
chr4	13138562	13138969	-0.56
chr4	14055001	14055460	0.53
chr4	18422026	18422439	0.61
chr4	43843501	43843996	0.62
chr4	48261001	48261462	-0.61
chr4	146924001	146924500	0.52
chr4	155397081	155397456	0.74
chr4	175720625	175720975	-0.51
chr4	176961037	176961484	0.52
chr4	177076501	177076911	0.7
chr4	177174537	177174985	-0.59
chr4	177534032	177534479	0.8
chr4	178540505	178540823	-0.5
chr4	179075033	179075459	0.79
chr4	179241005	179241983	0.61
chr4	179767054	179767500	0.56
chr4	179917001	179918000	-0.7
chr4	180369014	180369992	-0.71
chr4	180436525	180436914	0.65
chr4	181585510	181585807	0.5
chr4	182723007	182723500	0.6
chr4	184712574	184712867	0.61
chr4	188638502	188638967	0.68
chr4	189122513	189122993	0.68
chr4	190736502	190736984	0.52
chr4	191592054	191592473	-0.69
chr4	192270002	192270459	0.57
chr4	192504011	192504438	0.86
chr4	192585003	192585450	-0.51
chr4	196169590	196169996	0.52
chr4	208898108	208898474	0.6
chr4	214016620	214016970	0.57
chr4	222211023	222211443	0.52
chr4	230987029	230987460	0.82
chr4	231065006	231065494	0.71
chr4	231066082	231066449	0.53
chr4	231197004	231197438	-0.59
chr4	231198508	231198990	-0.63
chr4	231208637	231209000	-0.79
chr4	231308523	231308966	0.59
chr4	231332005	231332489	0.66
chr4	231644054	231644988	0.73
chr4	231683567	231684000	0.79
chr4	232255030	232255487	-0.82
chr4	232705016	232705929	0.7
chr4	232725515	232725990	-0.62
chr4	232986099	232986487	0.55
chr4	232994509	232994926	0.6
chr4	233153040	233153468	0.88
chr4	233331010	233331500	0.75
chr4	233496042	233496492	0.69
chr4	233594005	233594490	0.77
chr4	233595145	233595984	0.72
chr4	233920206	233920496	-0.53
chr4	234042014	234042498	0.7
chr4	234043503	234043996	0.62
chr4	234192518	234192904	-0.5
chr4	234312505	234313497	-0.67
chr4	234329067	234329451	-0.5
chr4	234574002	234574469	0.77
chr4	234781193	234781498	-0.68
chr4	234782014	234782496	-0.63
chr4	234796068	234796440	-0.62
chr4	234911001	234911487	0.83
chr5	21003	21396	0.52
chr5	61574	61978	-0.59
chr5	62522	62977	-0.63
chr5	67502	67996	0.67
chr5	679508	679981	0.74
chr5	975507	976500	-0.71
chr5	977514	977990	0.52
chr5	1140510	1140996	0.8
chr5	1273020	1273488	0.56
chr5	1362002	1362931	0.57
chr5	1364545	1364988	0.59
chr5	1530007	1530483	0.62
chr5	1947038	1948499	-0.78
chr5	1957538	1957991	0.58
chr5	2000027	2000467	-0.56
chr5	2064543	2064988	0.53
chr5	2275004	2275471	-0.52
chr5	2405232	2405377	-0.77
chr5	2553021	2553329	-0.55
chr5	2931071	2931471	0.66
chr5	3295047	3295495	0.82
chr5	3406048	3406500	0.53
chr5	3424004	3424954	0.6
chr5	3431510	3431996	-0.55
chr5	3682065	3682456	-0.73
chr5	5728068	5728500	-0.56
chr5	24138510	24138980	0.72
chr5	47370534	47370979	0.68
chr5	68260547	68260949	0.53
chr5	68271010	68271500	0.69
chr5	85819003	85819496	0.53
chr5	108290015	108290978	0.54
chr5	146419037	146419485	0.59
chr5	166528002	166528478	-0.56
chr5	178460539	178460970	0.78
chr5	179470514	179470981	0.51
chr5	179669528	179669992	-0.63
chr5	179726502	179726961	0.71
chr5	179729016	179729912	0.75
chr5	179913004	179913449	0.66
chr5	179929532	179929889	-0.58
chr5	181280031	181280991	-0.72
chr5	181376015	181376499	0.73
chr5	181430021	181430952	-0.7
chr5	181562525	181563490	-0.67
chr5	181642038	181642487	-0.81
chr5	181898525	181898945	0.63
chr5	182119036	182119988	-0.73
chr5	182919511	182919878	-0.72
chr5	183399506	183399918	0.81
chr5	184083549	184083988	-0.52
chr5	184241517	184241996	-0.53
chr5	184324544	184324967	0.84
chr5	184379130	184379440	0.88
chr5	184983056	184983936	0.64
chr5	185028003	185028965	0.69
chr5	185481006	185481497	0.63
chr5	185969061	185969481	0.7
chr5	185989578	185989997	0.7
chr5	186469535	186469942	-0.74
chr5	186520508	186520853	-0.59
chr5	187076035	187076479	0.61
chr5	187401049	187401500	0.7
chr5	187578505	187579500	-0.71
chr5	187854548	187854996	0.58
chr5	188150002	188150498	-0.7
chr5	189003014	189003498	0.54
chr5	189244524	189245500	-0.75
chr5	189792503	189792988	0.83
chr5	189796014	189796497	-0.52
chr5	189797008	189797444	-0.62
chr5	190192503	190192987	-0.6
chr5	190467005	190468347	-0.68
chr5	190588521	190588986	-0.6
chr5	190769045	190769996	0.76
chr5	190965002	190965490	-0.54
chr5	191207026	191207293	0.78
chr5	191240002	191240465	-0.7
chr5	191240529	191240991	0.53
chr5	191574001	191574499	0.83
chr5	191576511	191577994	0.74
chr5	191711006	191711379	0.59
chr5	191725520	191731498	-0.8
chr5	191902011	191903949	0.66
chr5	191999014	191999480	-0.5
chr5	193676013	193676494	0.62
chr5	193680022	193680493	0.57
chr5	193727524	193727969	0.77
chr5	193887029	193888913	-0.78
chr5	193891030	193891491	-0.53
chr5	194005014	194005490	0.54
chr5	194200025	194200486	-0.53
chr5	194465506	194466498	0.56
chr5	194532579	194532962	0.63
chr5	194982511	194982994	-0.77
chr5	195646551	195646898	-0.62
chr5	195862501	195862981	-0.69
chr5	195948506	195948984	0.53
chr5	195949505	195950000	0.56
chr5	197030565	197031493	0.6
chr5	197032022	197032466	0.69
chr5	197137506	197138000	0.68
chr5	197263507	197263993	-0.54
chr5	197529532	197529955	-0.73
chr5	197794011	197794484	0.76
chr5	197941001	197941460	0.62
chr5	198267502	198267988	-0.55
chr5	199132503	199132991	-0.74
chr5	199134017	199134471	-0.63
chr5	199475506	199476423	0.53
chr5	199678512	199678998	-0.62
chr5	200146029	200146921	0.57
chr5	200286077	200286978	0.77
chr5	200661565	200661994	0.51
chr5	201097018	201097495	-0.54
chr5	201311537	201311979	0.61
chr5	201588540	201589496	0.75
chr5	201724006	201724984	-0.6
chr5	201913009	201913470	0.71
chr5	201927504	201927996	-0.64
chr5	201957037	201957490	0.66
chr5	203148030	203148469	-0.82
chr5	203736507	203736996	0.67
chr5	204636506	204636938	-0.65
chr5	204647018	204647497	-0.55
chr5	204706039	204706473	0.75
chr5	204976562	204976951	0.65
chr5	205033011	205033467	-0.7
chr5	205080548	205080999	-0.77
chr5	207644002	207644996	0.58
chr5	211122018	211122496	0.57
chr5	211667039	211667474	0.6
chr5	211828508	211828975	0.58
chr5	211935517	211935957	0.65
chr5	213336003	213336497	-0.52
chr5	213698527	213698962	0.66
chr5	214083014	214083486	-0.78
chr5	214139505	214139883	0.7
chr5	214488002	214488473	0.6
chr5	214604520	214604969	-0.69
chr5	214759205	214759499	0.78
chr5	214914075	214914489	0.74
chr5	214920026	214920419	0.63
chr5	215005006	215005987	-0.69
chr5	215578084	215578487	0.6
chr5	215657578	215658482	-0.67
chr5	215962054	215962496	0.81
chr5	216046011	216046777	0.56
chr5	216124010	216124483	-0.61
chr5	216174011	216174976	0.69
chr5	216337026	216337488	0.69
chr5	216422006	216422462	0.58
chr5	216436002	216436976	0.82
chr5	216604504	216604996	-0.52
chr5	216699029	216699489	0.54
chr5	216700060	216700493	0.53
chr5	216758507	216758866	0.79
chr5	216796035	216796979	0.64
chr5	216961506	216962000	0.7
chr5	217115515	217115969	0.62
chr5	217197023	217197463	-0.63
chr5	217383050	217383500	0.71
chr5	217764528	217765000	0.66
chr6	76702597	76702982	0.57
chr6	122123055	122123490	0.54
chr6	123581001	123581488	-0.52
chr6	129500501	129500887	-0.51
chr6	140358551	140358965	-0.7
chr6	150274015	150274386	0.51
chr6	152879025	152879433	0.58
chr6	156337001	156337472	-0.52
chr6	159865032	159865500	-0.61
chr6	160171585	160171983	-0.72
chr6	160495002	160495491	-0.67
chr6	160864034	160864485	-0.59
chr6	160886026	160886496	0.8
chr6	160990503	160990979	-0.62
chr6	161380501	161380979	-0.52
chr6	162531527	162531999	0.56
chr6	163004519	163004977	-0.8
chr6	163085007	163085466	0.66
chr6	163744007	163744999	-0.73
chr6	163798554	163798993	0.68
chr6	163800007	163800499	0.68
chr6	165273014	165273494	-0.67
chr6	165276060	165276499	0.59
chr6	165813503	165813995	-0.93
chr6	165887028	165887500	-0.6
chr6	166055574	166055982	0.64
chr6	166480534	166480970	0.84
chr6	166873022	166873387	0.75
chr6	166935003	166935491	-0.68
chr6	167117504	167117903	-0.57
chr6	171979037	171979493	-0.54
chr7	2275019	2275489	-0.53
chr7	6745600	6745999	-0.8
chr7	6850551	6851449	0.65
chr7	6863083	6863422	-0.7
chr7	6907002	6907971	-0.61
chr7	6909094	6909480	-0.62
chr7	6928016	6929440	0.73
chr7	6964001	6964293	0.59
chr7	7014848	7016497	0.66
chr7	7057505	7057989	0.64
chr7	7082524	7082994	-0.63
chr7	8205505	8205999	0.59
chr7	8608562	8608988	0.64
chr7	8906555	8906990	0.64
chr7	9194580	9194996	-0.68
chr7	9215001	9215445	-0.64
chr7	10084506	10084926	0.86
chr7	10838706	10838959	-0.57
chr7	10928067	10928457	-0.52
chr7	11190506	11191464	0.84
chr7	11784059	11784500	0.54
chr7	11812007	11812981	-0.63
chr7	11816001	11816500	0.79
chr7	12244081	12244453	0.52
chr7	12455026	12455490	-0.82
chr7	12575507	12576498	-0.58
chr7	12941540	12942986	-0.65
chr7	12946522	12946951	-0.59
chr7	13063002	13063967	0.63
chr7	13070014	13070996	-0.63
chr7	13072545	13072996	-0.55
chr7	13259528	13259960	-0.65
chr7	14401049	14401471	0.54
chr7	14735026	14735957	0.88
chr7	14746507	14746972	0.8
chr7	14770019	14770498	0.7
chr7	15724028	15724424	0.55
chr7	15837504	15837995	-0.51
chr7	16042505	16042999	-0.76
chr7	16071684	16071878	-0.7
chr7	16073606	16074498	-0.6
chr7	16911003	16911500	0.52
chr7	17856516	17856983	-0.61
chr7	18167505	18167995	-0.53
chr7	18230502	18231000	-0.6
chr7	18507586	18508468	-0.72
chr7	18530119	18530491	-0.66
chr7	18532015	18532351	-0.73
chr7	18533077	18533443	-0.87
chr7	18536059	18536490	-0.68
chr7	18576679	18577478	0.64
chr7	18582549	18582948	-0.7
chr7	18602529	18603487	0.55
chr7	18608131	18608473	-0.75
chr7	18620047	18620457	-0.72
chr7	18621007	18621491	-0.58
chr7	18840023	18840987	-0.82
chr7	18870152	18870471	-0.71
chr7	19787005	19787495	0.53
chr7	19869015	19869463	-0.67
chr7	19874503	19874987	0.62
chr7	20146005	20146487	0.57
chr7	20419005	20419499	0.55
chr7	20585506	20585987	-0.68
chr7	20691541	20692468	0.76
chr7	20693001	20693424	0.71
chr7	20840038	20840457	0.8
chr7	21079503	21079999	-0.61
chr7	21086022	21086450	-0.8
chr7	21346002	21346491	-0.54
chr7	21347008	21347461	-0.57
chr7	21368052	21368486	-0.63
chr7	21369014	21369495	-0.59
chr7	21486037	21486461	0.7
chr7	21487034	21487478	0.58
chr7	21638154	21638479	-0.72
chr7	21677085	21677938	0.67
chr7	21679059	21679994	0.61
chr7	21789006	21789466	0.67
chr7	21833020	21833953	0.69
chr7	22125502	22125999	-0.58
chr7	22209002	22209446	-0.73
chr7	22369520	22369946	-0.74
chr7	22483598	22483995	-0.6
chr7	22645700	22645988	-0.78
chr7	22987009	22987940	-0.81
chr7	22989007	22989461	0.56
chr7	23006545	23006984	0.66
chr7	23010009	23010491	-0.67
chr7	23343513	23344449	0.58
chr7	24064003	24064478	-0.61
chr7	24194648	24194996	-0.71
chr7	24795025	24795997	-0.66
chr7	24801047	24801929	-0.7
chr7	24986624	24987498	0.78
chr7	25586036	25586992	-0.62
chr7	26445021	26445425	0.56
chr7	26446502	26447494	0.7
chr7	26654009	26654486	0.67
chr7	26971522	26972498	-0.79
chr7	27301507	27301994	0.57
chr7	27574503	27575490	-0.73
chr7	27788556	27788999	-0.52
chr7	27989502	27989966	-0.6
chr7	28129501	28129978	-0.61
chr7	28363107	28363485	-0.51
chr7	67765502	67765998	-0.71
chr7	90087144	90087458	0.52
chr7	105020022	105020472	-0.63
chr7	123555518	123556441	-0.54
chr7	134477083	134477294	0.53
chr7	134785017	134785459	-0.54
chr7	135824542	135824960	0.53
chr7	139919510	139919987	0.51
chr7	171886509	171886988	-0.71
chr7	171893505	171894453	0.77
chr7	171964003	171964475	0.55
chr7	171997034	171997413	0.62
chr7	177723520	177724489	0.7
chr7	178054524	178054996	0.52
chr7	178057019	178057925	0.58
chr7	178224018	178224499	0.88
chr7	178232024	178232484	0.84
chr7	179268069	179268498	-0.61
chr7	179343112	179343477	0.56
chr7	179645589	179646982	-0.75
chr7	180047501	180047955	-0.64
chr7	180050501	180050818	-0.77
chr7	180070510	180070973	-0.55
chr7	180106506	180106987	0.65
chr7	180242002	180242497	-0.7
chr7	180481015	180481953	0.78
chr7	180898646	180898964	-0.87
chr7	181123019	181123389	-0.65
chr7	181279117	181279481	-0.54
chr7	181378549	181378943	-0.69
chr7	181498020	181498489	-0.54
chr7	181510523	181510852	-0.86
chr7	181987001	181987977	0.75
chr8	5118065	5118468	0.55
chr8	13191571	13191968	0.51
chr8	27769017	27769496	0.63
chr8	27771007	27771484	0.68
chr8	27834520	27834991	0.51
chr8	30568115	30568449	0.54
chr8	34511019	34511500	0.5
chr8	35073527	35073997	0.64
chr8	39267561	39267976	0.56
chr8	40616004	40616414	-0.57
chr8	40754525	40755000	-0.55
chr8	56494590	56494993	0.73
chr8	65152528	65152936	-0.51
chr8	68438005	68438427	0.56
chr8	69471514	69471974	0.59
chr8	71706515	71706875	0.57
chr8	72465001	72465475	0.58
chr8	73131002	73131484	-0.51
chr8	75193502	75193960	0.64
chr8	77290054	77290493	0.65
chr8	77726609	77726976	0.62
chr8	77793514	77793988	0.7
chr8	77860539	77861992	0.63
chr8	77900043	77900441	0.58
chr8	78101502	78101983	-0.67
chr8	78168017	78168429	0.69
chr8	78412514	78412962	-0.51
chr8	78413524	78414999	-0.77
chr8	78562013	78562473	0.53
chr8	79378506	79379357	0.64
chr8	79484510	79485000	0.72
chr8	79737024	79737372	0.59
chr8	80511502	80511921	0.56
chr8	80556503	80557944	-0.62
chr8	80597632	80597985	0.6
chr8	81773043	81773500	-0.55
chr8	81988665	81988982	0.85
chr8	83446501	83446952	-0.53
chr8	83603545	83604499	-0.56
chr8	83625520	83625994	0.7
chr8	83627090	83627424	0.76
chr8	83657501	83657951	0.91
chr8	83733010	83733988	-0.66
chr8	83752096	83753498	0.72
chr8	83808002	83808382	0.73
chr8	83969503	83969999	-0.52
chr8	84069056	84069493	0.7
chr8	84229004	84229997	0.8
chr8	84422506	84422974	-0.72
chr8	84443502	84444000	0.62
chr8	85376002	85376499	-0.52
chr8	85432201	85432493	0.56
chr8	85435501	85436408	0.77
chr8	85659555	85659993	0.6
chr8	85718519	85718999	0.56
chr8	85989060	85989894	-0.56
chr8	86605533	86605992	0.72
chr8	86846004	86846500	0.68
chr8	87442015	87442412	-0.73
chr8	87975536	87975997	0.69
chr8	88275501	88275986	-0.69
chr8	88276510	88276939	-0.51
chr8	88289591	88289987	0.69
chr8	88333009	88333354	0.69
chr8	88438504	88439695	-0.6
chr8	88480010	88480454	-0.71
chr8	88656012	88656487	-0.75
chr8	88700017	88700475	0.6
chr8	88817012	88817981	-0.62
chr8	88831058	88831434	0.85
chr8	89664158	89664988	0.68
chr8	90126514	90127000	-0.72
chr8	91899063	91899457	0.68
chr8	91950531	91950850	-0.76
chr8	91984013	91984495	0.56
chr8	91995059	91996472	0.64
chr8	92199502	92200454	0.62
chr8	92686522	92686740	0.79
chr8	92769513	92770473	0.77
chr8	92817051	92817493	0.78
chr8	92908026	92908473	0.56
chr8	93183510	93183989	0.61
chr8	93345713	93345981	0.58
chr8	93881215	93882481	-0.69
chr8	93912515	93912933	-0.66
chr8	94395533	94396472	0.73
chr8	94888507	94889489	-0.57
chr8	94943006	94944463	0.73
chr8	94948032	94948424	0.93
chr8	95032002	95032462	-0.56
chr8	95480010	95480498	-0.58
chr8	96463514	96463943	0.6
chr8	97424593	97424971	0.63
chr8	97674504	97674990	0.67
chr8	121649510	121649997	-0.96
chr8	122891022	122891476	0.62
chr8	135532111	135532483	0.5
chr8	143117502	143117994	0.51
chr8	167644012	167644498	-0.55
chr9	40387707	40387991	-0.52
chr9	58190576	58190982	-0.79
chr9	68241501	68241967	0.54
chr9	85188003	85188469	-0.7
chr9	86632581	86632912	0.51
chr9	110815002	110815390	0.56
chr9	144761510	144761995	0.51
B73V4_ctg150	1350567	1351977	0.65
B73V4_ctg150	1668029	1668499	0.62
